Source,Target,Type,Id,Label,timeset,Weight
VISl,LP,Directed,575,Midbrain,,0.000000
VISl,AD,Directed,576,Midbrain,,0.000014
VISl,LD,Directed,577,Midbrain,,0.000000
VISl,RT,Directed,578,Midbrain,,0.000000
VISl,LGv,Directed,579,Midbrain,,0.000000
VISl,SCs,Directed,580,Midbrain,,0.000000
VISl,MPT,Directed,581,Midbrain,,0.000769
VISl,NOT,Directed,582,Midbrain,,0.000196
VISp,VISal,Directed,583,Midbrain,,0.000000
VISp,VISam,Directed,584,Midbrain,,0.000000
VISp,VISl,Directed,585,Midbrain,,0.000000
VISp,VISp,Directed,586,Midbrain,,0.000000
VISp,ACAd,Directed,587,Midbrain,,0.000000
VISp,ACAv,Directed,588,Midbrain,,0.000377
VISp,RSPagl,Directed,589,Midbrain,,0.000000
VISp,RSPd,Directed,590,Midbrain,,0.000000
VISp,RSPv,Directed,591,Midbrain,,0.000469
VISp,PTLp,Directed,592,Midbrain,,0.000000
VISp,ECT,Directed,593,Midbrain,,0.000686
VISp,POST,Directed,594,Midbrain,,0.000006
VISp,CP,Directed,595,Midbrain,,0.029330
VISp,VPL,Directed,596,Midbrain,,0.000237
VISp,PP,Directed,597,Midbrain,,0.000000
VISp,MGd,Directed,598,Midbrain,,0.000259
VISp,MGv,Directed,599,Midbrain,,0.000722
VISp,LGd,Directed,600,Midbrain,,0.000000
VISp,LP,Directed,601,Midbrain,,0.000000
VISp,PO,Directed,602,Midbrain,,0.000418
VISp,LD,Directed,603,Midbrain,,0.000000
VISp,RH,Directed,604,Midbrain,,0.000270
VISp,CL,Directed,605,Midbrain,,0.000022
VISp,RT,Directed,606,Midbrain,,0.000000
VISp,LGv,Directed,607,Midbrain,,0.000000
VISp,SCs,Directed,608,Midbrain,,0.000000
VISp,APN,Directed,609,Midbrain,,0.000000
VISp,NOT,Directed,610,Midbrain,,0.000000
VISp,PG,Directed,611,Midbrain,,0.000000
VISpl,VISal,Directed,612,Midbrain,,0.007843
VISpl,RSPv,Directed,613,Midbrain,,0.008556
VISpl,ENTl,Directed,614,Midbrain,,0.025119
VISpl,ENTm,Directed,615,Midbrain,,0.005332
VISpl,PAR,Directed,616,Midbrain,,0.003975
VISpl,POST,Directed,617,Midbrain,,0.000028
VISpl,PRE,Directed,618,Midbrain,,0.009362
VISpl,LGd,Directed,619,Midbrain,,0.000000
VISpl,LD,Directed,620,Midbrain,,0.001815
VISpl,LGv,Directed,621,Midbrain,,0.000000
VISpm,VISl,Directed,622,Midbrain,,0.000681
VISpm,VISpm,Directed,623,Midbrain,,0.000099
VISpm,LGd,Directed,624,Midbrain,,0.000000
VISpm,LGv,Directed,625,Midbrain,,0.000000
ACAd,MOs,Directed,626,Isocortex,,0.000000
ACAd,VISal,Directed,627,Isocortex,,0.000000
ACAd,VISam,Directed,628,Isocortex,,0.000000
ACAd,VISl,Directed,629,Isocortex,,0.000203
ACAd,VISp,Directed,630,Isocortex,,0.000007
ACAd,ACAd,Directed,631,Isocortex,,0.000000
ACAd,ACAv,Directed,632,Isocortex,,0.000000
ACAd,PL,Directed,633,Isocortex,,0.002712
ACAd,ILA,Directed,634,Isocortex,,0.002697
ACAd,ORBl,Directed,635,Isocortex,,0.004642
ACAd,ORBm,Directed,636,Isocortex,,0.004656
ACAd,ORBvl,Directed,637,Isocortex,,0.000000
ACAd,RSPagl,Directed,638,Isocortex,,0.000061
ACAd,RSPd,Directed,639,Isocortex,,0.000000
ACAd,RSPv,Directed,640,Isocortex,,0.000000
ACAd,PTLp,Directed,641,Isocortex,,0.000000
ACAd,DP,Directed,642,Isocortex,,0.001300
ACAd,POST,Directed,643,Isocortex,,0.000465
ACAd,CP,Directed,644,Isocortex,,0.198515
ACAd,VM,Directed,645,Isocortex,,0.008895
ACAd,SPFm,Directed,646,Isocortex,,0.000553
ACAd,SPFp,Directed,647,Isocortex,,0.000000
ACAd,PP,Directed,648,Isocortex,,0.000410
ACAd,MGm,Directed,649,Isocortex,,0.000334
ACAd,LP,Directed,650,Isocortex,,0.000000
ACAd,PO,Directed,651,Isocortex,,0.000433
ACAd,POL,Directed,652,Isocortex,,0.000118
ACAd,AV,Directed,653,Isocortex,,0.000000
ACAd,AMd,Directed,654,Isocortex,,0.000000
ACAd,AMv,Directed,655,Isocortex,,0.000000
ACAd,LD,Directed,656,Isocortex,,0.000000
ACAd,SMT,Directed,657,Isocortex,,0.000126
ACAd,RH,Directed,658,Isocortex,,0.000000
ACAd,CL,Directed,659,Isocortex,,0.000000
ACAd,RT,Directed,660,Isocortex,,0.000000
ACAd,LGv,Directed,661,Isocortex,,0.001547
ACAd,PH,Directed,662,Isocortex,,0.001936
ACAd,STN,Directed,663,Isocortex,,0.000025
ACAd,VTA,Directed,664,Isocortex,,0.004052
ACAd,MRN,Directed,665,Isocortex,,0.004718
ACAd,SCm,Directed,666,Isocortex,,0.000000
ACAd,PAG,Directed,667,Isocortex,,0.057259
ACAd,APN,Directed,668,Isocortex,,0.000000
ACAd,MPT,Directed,669,Isocortex,,0.000000
ACAd,NOT,Directed,670,Isocortex,,0.000002
ACAd,NPC,Directed,671,Isocortex,,0.000000
ACAd,IPN,Directed,672,Isocortex,,0.000119
ACAd,PCG,Directed,673,Isocortex,,0.001311
ACAd,PG,Directed,674,Isocortex,,0.000000
ACAd,TRN,Directed,675,Isocortex,,0.000166
ACAd,CS,Directed,676,Isocortex,,0.000000
ACAd,NI,Directed,677,Isocortex,,0.000000
ACAv,ACAv,Directed,678,Isocortex,,0.000218
ACAv,ORBm,Directed,679,Isocortex,,0.005955
ACAv,RSPagl,Directed,680,Isocortex,,0.000000
ACAv,SPA,Directed,681,Isocortex,,0.000237
ACAv,SUM,Directed,682,Isocortex,,0.000769
ACAv,RR,Directed,683,Isocortex,,0.000570
ACAv,MPT,Directed,684,Isocortex,,0.000034
ACAv,IPN,Directed,685,Isocortex,,0.000006
ACAv,PCG,Directed,686,Isocortex,,0.000288
PL,ORBm,Directed,687,Thalamus,,0.001734
PL,BST,Directed,688,Thalamus,,0.008441
PL,SPA,Directed,689,Thalamus,,0.000002
PL,AMd,Directed,690,Thalamus,,0.002114
PL,AMv,Directed,691,Thalamus,,0.000338
PL,IMD,Directed,692,Thalamus,,0.000000
PL,MD,Directed,693,Thalamus,,0.000297
PL,PVT,Directed,694,Thalamus,,0.000000
PL,PT,Directed,695,Thalamus,,0.000000
PL,RE,Directed,696,Thalamus,,0.003724
PL,LHA,Directed,697,Thalamus,,0.011926
PL,VTA,Directed,698,Thalamus,,0.002449
PL,CLI,Directed,699,Thalamus,,0.000236
PL,DR,Directed,700,Thalamus,,0.000021
ILA,ACAd,Directed,701,Hippocampal Formation,,0.000754
ILA,ACAv,Directed,702,Hippocampal Formation,,0.000000
ILA,PL,Directed,703,Hippocampal Formation,,0.017614
ILA,ILA,Directed,704,Hippocampal Formation,,0.008838
ILA,ORBm,Directed,705,Hippocampal Formation,,0.003701
ILA,ORBvl,Directed,706,Hippocampal Formation,,0.003333
ILA,LSr,Directed,707,Hippocampal Formation,,0.000537
ILA,MS,Directed,708,Hippocampal Formation,,0.005448
ILA,NDB,Directed,709,Hippocampal Formation,,0.002071
ILA,BST,Directed,710,Hippocampal Formation,,0.001294
ILA,VM,Directed,711,Hippocampal Formation,,0.000463
ILA,SPFm,Directed,712,Hippocampal Formation,,0.000000
ILA,SPA,Directed,713,Hippocampal Formation,,0.000707
ILA,AV,Directed,714,Hippocampal Formation,,0.002179
ILA,AMd,Directed,715,Hippocampal Formation,,0.000057
ILA,AMv,Directed,716,Hippocampal Formation,,0.000000
ILA,AD,Directed,717,Hippocampal Formation,,0.000117
ILA,IMD,Directed,718,Hippocampal Formation,,0.000128
ILA,MD,Directed,719,Hippocampal Formation,,0.000010
ILA,SMT,Directed,720,Hippocampal Formation,,0.000000
ILA,PVT,Directed,721,Hippocampal Formation,,0.000000
ILA,PT,Directed,722,Hippocampal Formation,,0.000000
ILA,RE,Directed,723,Hippocampal Formation,,0.000000
ILA,RH,Directed,724,Hippocampal Formation,,0.000000
ILA,RT,Directed,725,Hippocampal Formation,,0.000800
ILA,MH,Directed,726,Hippocampal Formation,,0.000453
ILA,LH,Directed,727,Hippocampal Formation,,0.000524
ILA,PVH,Directed,728,Hippocampal Formation,,0.000197
ILA,DMH,Directed,729,Hippocampal Formation,,0.000022
ILA,MEPO,Directed,730,Hippocampal Formation,,0.001139
ILA,MPO,Directed,731,Hippocampal Formation,,0.000029
ILA,PVp,Directed,732,Hippocampal Formation,,0.000281
ILA,SBPV,Directed,733,Hippocampal Formation,,0.000123
ILA,AHN,Directed,734,Hippocampal Formation,,0.000120
ILA,SUM,Directed,735,Hippocampal Formation,,0.000003
ILA,MPN,Directed,736,Hippocampal Formation,,0.002758
ILA,PMd,Directed,737,Hippocampal Formation,,0.000290
ILA,PH,Directed,738,Hippocampal Formation,,0.000000
ILA,LHA,Directed,739,Hippocampal Formation,,0.000000
ILA,LPO,Directed,740,Hippocampal Formation,,0.000138
ILA,RCH,Directed,741,Hippocampal Formation,,0.000655
ILA,TU,Directed,742,Hippocampal Formation,,0.000136
ILA,VTA,Directed,743,Hippocampal Formation,,0.000000
ILA,PAG,Directed,744,Hippocampal Formation,,0.000075
ILA,MPT,Directed,745,Hippocampal Formation,,0.000001
ILA,NPC,Directed,746,Hippocampal Formation,,0.002165
ILA,IPN,Directed,747,Hippocampal Formation,,0.000000
ILA,CLI,Directed,748,Hippocampal Formation,,0.000000
ILA,DR,Directed,749,Hippocampal Formation,,0.000029
ILA,PCG,Directed,750,Hippocampal Formation,,0.000033
ILA,CS,Directed,751,Hippocampal Formation,,0.000005
ORBl,FRP,Directed,752,Thalamus,,0.000000
ORBl,MOs,Directed,753,Thalamus,,0.000000
ORBl,ACAd,Directed,754,Thalamus,,0.002513
ORBl,PL,Directed,755,Thalamus,,0.001355
ORBl,ORBl,Directed,756,Thalamus,,0.000000
ORBl,ORBm,Directed,757,Thalamus,,0.000000
ORBl,ORBvl,Directed,758,Thalamus,,0.000000
ORBl,AId,Directed,759,Thalamus,,0.002041
ORBl,AIv,Directed,760,Thalamus,,0.000000
ORBl,AOB,Directed,761,Thalamus,,0.000037
ORBl,CLA,Directed,762,Thalamus,,0.001151
ORBl,EPd,Directed,763,Thalamus,,0.005762
ORBl,AAA,Directed,764,Thalamus,,0.000186
ORBl,SI,Directed,765,Thalamus,,0.000000
ORBl,MA,Directed,766,Thalamus,,0.000000
ORBl,NDB,Directed,767,Thalamus,,0.000444
ORBl,VAL,Directed,768,Thalamus,,0.000105
ORBl,VM,Directed,769,Thalamus,,0.000000
ORBl,AMd,Directed,770,Thalamus,,0.000175
ORBl,AMv,Directed,771,Thalamus,,0.000029
ORBl,IMD,Directed,772,Thalamus,,0.000000
ORBl,MD,Directed,773,Thalamus,,0.000000
ORBl,SMT,Directed,774,Thalamus,,0.000000
ORBl,RH,Directed,775,Thalamus,,0.000000
ORBl,CM,Directed,776,Thalamus,,0.000000
ORBl,PF,Directed,777,Thalamus,,0.000719
ORBl,RT,Directed,778,Thalamus,,0.000000
ORBl,LHA,Directed,779,Thalamus,,0.000010
ORBl,STN,Directed,780,Thalamus,,0.000057
ORBl,SNr,Directed,781,Thalamus,,0.000010
ORBl,VTA,Directed,782,Thalamus,,0.000000
ORBl,RR,Directed,783,Thalamus,,0.000001
ORBl,MRN,Directed,784,Thalamus,,0.000000
ORBl,SCm,Directed,785,Thalamus,,0.026761
ORBl,PAG,Directed,786,Thalamus,,0.004398
ORBl,NPC,Directed,787,Thalamus,,0.000214
ORBl,RN,Directed,788,Thalamus,,0.001467
ORBl,SNc,Directed,789,Thalamus,,0.000061
ORBl,IPN,Directed,790,Thalamus,,0.000000
ORBl,CLI,Directed,791,Thalamus,,0.000000
ORBl,DR,Directed,792,Thalamus,,0.000000
ORBl,PG,Directed,793,Thalamus,,0.000552
ORBl,SUT,Directed,794,Thalamus,,0.000446
ORBl,TRN,Directed,795,Thalamus,,0.000035
ORBl,CS,Directed,796,Thalamus,,0.000000
ORBl,NI,Directed,797,Thalamus,,0.000071
ORBl,RM,Directed,798,Thalamus,,0.000048
ORBm,FRP,Directed,799,Thalamus,,0.000000
ORBm,MOs,Directed,800,Thalamus,,0.026848
ORBm,ACAd,Directed,801,Thalamus,,0.000001
ORBm,ACAv,Directed,802,Thalamus,,0.000000
ORBm,PL,Directed,803,Thalamus,,0.000000
ORBm,ILA,Directed,804,Thalamus,,0.000000
ORBm,ORBl,Directed,805,Thalamus,,0.010226
ORBm,AId,Directed,806,Thalamus,,0.018366
ORBm,AIv,Directed,807,Thalamus,,0.000000
ORBm,RSPagl,Directed,808,Thalamus,,0.000110
ORBm,ACB,Directed,809,Thalamus,,0.000002
ORBm,OT,Directed,810,Thalamus,,0.025199
ORBvl,VISam,Directed,811,Thalamus,,0.000619
ORBvl,RSPagl,Directed,812,Thalamus,,0.003450
ORBvl,PTLp,Directed,813,Thalamus,,0.009596
ORBvl,CP,Directed,814,Thalamus,,0.192088
ORBvl,GPe,Directed,815,Thalamus,,0.006559
ORBvl,VAL,Directed,816,Thalamus,,0.004644
ORBvl,VM,Directed,817,Thalamus,,0.000518
ORBvl,AMv,Directed,818,Thalamus,,0.000104
ORBvl,MD,Directed,819,Thalamus,,0.000436
ORBvl,SMT,Directed,820,Thalamus,,0.000000
ORBvl,RH,Directed,821,Thalamus,,0.000000
ORBvl,RT,Directed,822,Thalamus,,0.002497
ORBvl,PCG,Directed,823,Thalamus,,0.002137
ORBvl,CS,Directed,824,Thalamus,,0.000554
ORBvl,NI,Directed,825,Thalamus,,0.000306
AId,FRP,Directed,826,Isocortex,,0.000002
AId,GU,Directed,827,Isocortex,,0.000000
AId,VISC,Directed,828,Isocortex,,0.000057
AId,AId,Directed,829,Isocortex,,0.011117
AId,AIp,Directed,830,Isocortex,,0.000000
AId,PERI,Directed,831,Isocortex,,0.000000
AId,NLOT,Directed,832,Isocortex,,0.001553
AId,CLA,Directed,833,Isocortex,,0.005128
AId,EPv,Directed,834,Isocortex,,0.001053
AId,CP,Directed,835,Isocortex,,0.133737
AId,FS,Directed,836,Isocortex,,0.002165
AId,AAA,Directed,837,Isocortex,,0.000003
AId,CEA,Directed,838,Isocortex,,0.000173
AId,IA,Directed,839,Isocortex,,0.000098
AId,GPe,Directed,840,Isocortex,,0.000000
AId,VPMpc,Directed,841,Isocortex,,0.000608
AId,SPFm,Directed,842,Isocortex,,0.000061
AId,SPA,Directed,843,Isocortex,,0.000052
AId,IMD,Directed,844,Isocortex,,0.000000
AId,MD,Directed,845,Isocortex,,0.006197
AId,CLI,Directed,846,Isocortex,,0.000063
AId,DR,Directed,847,Isocortex,,0.000009
AIp,FRP,Directed,848,Isocortex,,0.000214
AIp,AId,Directed,849,Isocortex,,0.001128
AIp,AIv,Directed,850,Isocortex,,0.000635
AIp,PERI,Directed,851,Isocortex,,0.001098
AIp,TR,Directed,852,Isocortex,,0.008343
AIp,EPv,Directed,853,Isocortex,,0.000025
AIp,BLA,Directed,854,Isocortex,,0.000390
AIp,BMA,Directed,855,Isocortex,,0.000137
AIp,CP,Directed,856,Isocortex,,0.007397
AIp,ACB,Directed,857,Isocortex,,0.000247
AIp,FS,Directed,858,Isocortex,,0.000000
AIp,CEA,Directed,859,Isocortex,,0.000000
AIp,IA,Directed,860,Isocortex,,0.000000
AIp,GPe,Directed,861,Isocortex,,0.000000
AIp,SI,Directed,862,Isocortex,,0.002208
AIp,BST,Directed,863,Isocortex,,0.000194
AIp,SPFm,Directed,864,Isocortex,,0.000001
AIp,SPA,Directed,865,Isocortex,,0.000000
AIp,IMD,Directed,866,Isocortex,,0.000007
AIp,RH,Directed,867,Isocortex,,0.000804
AIp,LHA,Directed,868,Isocortex,,0.007127
AIp,MRN,Directed,869,Isocortex,,0.015656
AIp,PB,Directed,870,Isocortex,,0.000006
AIp,SUT,Directed,871,Isocortex,,0.000000
AIv,FRP,Directed,872,Isocortex,,0.000462
AIv,MOs,Directed,873,Isocortex,,0.016705
AIv,PL,Directed,874,Isocortex,,0.000055
AIv,ILA,Directed,875,Isocortex,,0.000092
AIv,ORBl,Directed,876,Isocortex,,0.000000
AIv,ORBm,Directed,877,Isocortex,,0.000000
AIv,ORBvl,Directed,878,Isocortex,,0.000000
AIv,AId,Directed,879,Isocortex,,0.087139
AIv,AIv,Directed,880,Isocortex,,0.000000
AIv,TEa,Directed,881,Isocortex,,0.033232
AIv,ECT,Directed,882,Isocortex,,0.044927
AIv,AOB,Directed,883,Isocortex,,0.000708
AIv,AON,Directed,884,Isocortex,,0.022898
AIv,TT,Directed,885,Isocortex,,0.008531
AIv,DP,Directed,886,Isocortex,,0.000720
AIv,PIR,Directed,887,Isocortex,,0.034948
AIv,EPd,Directed,888,Isocortex,,0.000003
AIv,ACB,Directed,889,Isocortex,,0.000000
AIv,OT,Directed,890,Isocortex,,0.003947
AIv,SI,Directed,891,Isocortex,,0.090561
AIv,MA,Directed,892,Isocortex,,0.009636
AIv,PVT,Directed,893,Isocortex,,0.003228
AIv,LHA,Directed,894,Isocortex,,0.005165
RSPagl,VISpm,Directed,895,Hypothalamus,,0.015290
RSPagl,RSPagl,Directed,896,Hypothalamus,,0.001478
RSPagl,RSPv,Directed,897,Hypothalamus,,0.003198
RSPagl,LD,Directed,898,Hypothalamus,,0.000000
RSPd,RSPv,Directed,899,Hypothalamus,,0.015822
RSPv,VISal,Directed,900,Hypothalamus,,0.000364
RSPv,VISam,Directed,901,Hypothalamus,,0.010659
RSPv,VISpm,Directed,902,Hypothalamus,,0.001386
RSPv,ACAd,Directed,903,Hypothalamus,,0.003957
RSPv,ACAv,Directed,904,Hypothalamus,,0.000000
RSPv,RSPagl,Directed,905,Hypothalamus,,0.000000
RSPv,RSPd,Directed,906,Hypothalamus,,0.000000
RSPv,RSPv,Directed,907,Hypothalamus,,0.000000
RSPv,PTLp,Directed,908,Hypothalamus,,0.003579
RSPv,POST,Directed,909,Hypothalamus,,0.000000
RSPv,PRE,Directed,910,Hypothalamus,,0.003618
RSPv,SPFp,Directed,911,Hypothalamus,,0.000045
RSPv,LGd,Directed,912,Hypothalamus,,0.000735
RSPv,PO,Directed,913,Hypothalamus,,0.006900
RSPv,AV,Directed,914,Hypothalamus,,0.000000
RSPv,AD,Directed,915,Hypothalamus,,0.000000
RSPv,LD,Directed,916,Hypothalamus,,0.000000
RSPv,RT,Directed,917,Hypothalamus,,0.000221
RSPv,LGv,Directed,918,Hypothalamus,,0.000006
RSPv,APN,Directed,919,Hypothalamus,,0.002844
RSPv,MPT,Directed,920,Hypothalamus,,0.000163
RSPv,NOT,Directed,921,Hypothalamus,,0.000394
RSPv,NPC,Directed,922,Hypothalamus,,0.000002
RSPv,IPN,Directed,923,Hypothalamus,,0.000135
RSPv,PG,Directed,924,Hypothalamus,,0.000379
RSPv,CS,Directed,925,Hypothalamus,,0.001788
RSPv,NI,Directed,926,Hypothalamus,,0.000362
PTLp,MOp,Directed,927,Hypothalamus,,0.018033
PTLp,MOs,Directed,928,Hypothalamus,,0.000029
PTLp,SSp-tr,Directed,929,Hypothalamus,,0.000016
PTLp,AUDd,Directed,930,Hypothalamus,,0.000000
PTLp,AUDp,Directed,931,Hypothalamus,,0.000000
PTLp,AUDv,Directed,932,Hypothalamus,,0.003151
PTLp,VISal,Directed,933,Hypothalamus,,0.000000
PTLp,VISam,Directed,934,Hypothalamus,,0.000000
PTLp,VISl,Directed,935,Hypothalamus,,0.000000
PTLp,VISp,Directed,936,Hypothalamus,,0.000000
PTLp,VISpl,Directed,937,Hypothalamus,,0.002974
PTLp,VISpm,Directed,938,Hypothalamus,,0.000000
PTLp,ACAd,Directed,939,Hypothalamus,,0.000000
PTLp,ACAv,Directed,940,Hypothalamus,,0.000106
PTLp,ILA,Directed,941,Hypothalamus,,0.000639
PTLp,ORBvl,Directed,942,Hypothalamus,,0.000002
PTLp,RSPagl,Directed,943,Hypothalamus,,0.000000
PTLp,RSPd,Directed,944,Hypothalamus,,0.000000
PTLp,RSPv,Directed,945,Hypothalamus,,0.000000
PTLp,PTLp,Directed,946,Hypothalamus,,0.000000
PTLp,TEa,Directed,947,Hypothalamus,,0.000000
PTLp,ECT,Directed,948,Hypothalamus,,0.003540
PTLp,POST,Directed,949,Hypothalamus,,0.000000
PTLp,CP,Directed,950,Hypothalamus,,0.005030
PTLp,VPL,Directed,951,Hypothalamus,,0.000001
PTLp,SPFp,Directed,952,Hypothalamus,,0.000001
PTLp,PP,Directed,953,Hypothalamus,,0.000000
PTLp,MGd,Directed,954,Hypothalamus,,0.000000
PTLp,MGv,Directed,955,Hypothalamus,,0.000000
PTLp,MGm,Directed,956,Hypothalamus,,0.000004
PTLp,LGd,Directed,957,Hypothalamus,,0.000312
PTLp,LP,Directed,958,Hypothalamus,,0.000000
PTLp,PO,Directed,959,Hypothalamus,,0.000000
PTLp,POL,Directed,960,Hypothalamus,,0.000000
PTLp,AV,Directed,961,Hypothalamus,,0.000545
PTLp,AMd,Directed,962,Hypothalamus,,0.000610
PTLp,AMv,Directed,963,Hypothalamus,,0.000045
PTLp,LD,Directed,964,Hypothalamus,,0.000000
PTLp,RH,Directed,965,Hypothalamus,,0.000293
PTLp,CL,Directed,966,Hypothalamus,,0.000000
PTLp,RT,Directed,967,Hypothalamus,,0.000000
PTLp,LGv,Directed,968,Hypothalamus,,0.000000
PTLp,ICc,Directed,969,Hypothalamus,,0.000689
PTLp,ICd,Directed,970,Hypothalamus,,0.000950
PTLp,ICe,Directed,971,Hypothalamus,,0.000016
PTLp,SCm,Directed,972,Hypothalamus,,0.000006
PTLp,APN,Directed,973,Hypothalamus,,0.000000
PTLp,MPT,Directed,974,Hypothalamus,,0.000001
PTLp,NOT,Directed,975,Hypothalamus,,0.000000
PTLp,NPC,Directed,976,Hypothalamus,,0.000000
PTLp,PCG,Directed,977,Hypothalamus,,0.000631
PTLp,PG,Directed,978,Hypothalamus,,0.000000
PTLp,TRN,Directed,979,Hypothalamus,,0.000388
PTLp,CS,Directed,980,Hypothalamus,,0.000255
PTLp,NI,Directed,981,Hypothalamus,,0.000093
TEa,SSs,Directed,982,Midbrain,,0.003121
TEa,GU,Directed,983,Midbrain,,0.000927
TEa,VISC,Directed,984,Midbrain,,0.000885
TEa,AUDv,Directed,985,Midbrain,,0.005216
TEa,VISam,Directed,986,Midbrain,,0.000000
TEa,VISl,Directed,987,Midbrain,,0.000000
TEa,VISpm,Directed,988,Midbrain,,0.000000
TEa,AId,Directed,989,Midbrain,,0.001733
TEa,AIp,Directed,990,Midbrain,,0.000145
TEa,TEa,Directed,991,Midbrain,,0.008805
TEa,ECT,Directed,992,Midbrain,,0.000004
TEa,CLA,Directed,993,Midbrain,,0.002851
TEa,LA,Directed,994,Midbrain,,0.002092
TEa,BLA,Directed,995,Midbrain,,0.007554
TEa,CP,Directed,996,Midbrain,,0.011757
TEa,VPMpc,Directed,997,Midbrain,,0.000230
TEa,SPA,Directed,998,Midbrain,,0.000050
TEa,PP,Directed,999,Midbrain,,0.000221
TEa,MGv,Directed,1000,Midbrain,,0.001675
TEa,LGd,Directed,1001,Midbrain,,0.000000
TEa,RT,Directed,1002,Midbrain,,0.000370
TEa,LGv,Directed,1003,Midbrain,,0.000000
TEa,SCs,Directed,1004,Midbrain,,0.002222
PERI,FRP,Directed,1005,Thalamus,,0.001847
PERI,MOp,Directed,1006,Thalamus,,0.024066
PERI,MOs,Directed,1007,Thalamus,,0.030188
PERI,SSp-tr,Directed,1008,Thalamus,,0.033410
PERI,GU,Directed,1009,Thalamus,,0.000100
PERI,VISC,Directed,1010,Thalamus,,0.005324
PERI,AUDv,Directed,1011,Thalamus,,0.000003
PERI,ACAd,Directed,1012,Thalamus,,0.001895
PERI,PL,Directed,1013,Thalamus,,0.006768
PERI,ILA,Directed,1014,Thalamus,,0.000001
PERI,ORBl,Directed,1015,Thalamus,,0.000461
PERI,ORBm,Directed,1016,Thalamus,,0.000026
PERI,ORBvl,Directed,1017,Thalamus,,0.000240
PERI,AId,Directed,1018,Thalamus,,0.000031
PERI,AIp,Directed,1019,Thalamus,,0.000000
PERI,AIv,Directed,1020,Thalamus,,0.000000
PERI,TEa,Directed,1021,Thalamus,,0.004574
PERI,PERI,Directed,1022,Thalamus,,0.000000
PERI,ECT,Directed,1023,Thalamus,,0.000000
PERI,AON,Directed,1024,Thalamus,,0.002596
PERI,TT,Directed,1025,Thalamus,,0.000000
PERI,DP,Directed,1026,Thalamus,,0.000000
PERI,PIR,Directed,1027,Thalamus,,0.000000
PERI,NLOT,Directed,1028,Thalamus,,0.000956
PERI,COAa,Directed,1029,Thalamus,,0.000000
PERI,PAA,Directed,1030,Thalamus,,0.001189
PERI,TR,Directed,1031,Thalamus,,0.000012
PERI,CA2,Directed,1032,Thalamus,,0.000337
PERI,DG,Directed,1033,Thalamus,,0.010496
PERI,ENTl,Directed,1034,Thalamus,,0.000000
PERI,POST,Directed,1035,Thalamus,,0.000000
PERI,SUBd,Directed,1036,Thalamus,,0.000000
PERI,CLA,Directed,1037,Thalamus,,0.000000
PERI,EPd,Directed,1038,Thalamus,,0.000000
PERI,EPv,Directed,1039,Thalamus,,0.000000
PERI,LA,Directed,1040,Thalamus,,0.000000
PERI,BLA,Directed,1041,Thalamus,,0.000000
PERI,BMA,Directed,1042,Thalamus,,0.000158
PERI,CP,Directed,1043,Thalamus,,0.000039
PERI,ACB,Directed,1044,Thalamus,,0.000000
PERI,FS,Directed,1045,Thalamus,,0.000000
PERI,OT,Directed,1046,Thalamus,,0.000151
PERI,LSr,Directed,1047,Thalamus,,0.000192
PERI,AAA,Directed,1048,Thalamus,,0.000004
PERI,CEA,Directed,1049,Thalamus,,0.000000
PERI,IA,Directed,1050,Thalamus,,0.000000
PERI,MEA,Directed,1051,Thalamus,,0.002089
PERI,GPe,Directed,1052,Thalamus,,0.000134
PERI,SI,Directed,1053,Thalamus,,0.000000
PERI,MA,Directed,1054,Thalamus,,0.000000
PERI,SPFm,Directed,1055,Thalamus,,0.000049
PERI,SPFp,Directed,1056,Thalamus,,0.000007
PERI,SPA,Directed,1057,Thalamus,,0.000221
PERI,PP,Directed,1058,Thalamus,,0.000001
PERI,LHA,Directed,1059,Thalamus,,0.002721
PERI,TU,Directed,1060,Thalamus,,0.002539
PERI,ICd,Directed,1061,Thalamus,,0.001043
PERI,RR,Directed,1062,Thalamus,,0.002023
PERI,PAG,Directed,1063,Thalamus,,0.018939
PERI,CUN,Directed,1064,Thalamus,,0.001180
ECT,AUDd,Directed,1065,Olfactory Areas,,0.002212
ECT,AUDp,Directed,1066,Olfactory Areas,,0.006791
ECT,AUDv,Directed,1067,Olfactory Areas,,0.009123
ECT,RSPagl,Directed,1068,Olfactory Areas,,0.003178
ECT,PTLp,Directed,1069,Olfactory Areas,,0.021524
ECT,TEa,Directed,1070,Olfactory Areas,,0.006391
ECT,LA,Directed,1071,Olfactory Areas,,0.000023
ECT,PP,Directed,1072,Olfactory Areas,,0.000735
ECT,MGd,Directed,1073,Olfactory Areas,,0.000008
ECT,MGm,Directed,1074,Olfactory Areas,,0.000012
ECT,LP,Directed,1075,Olfactory Areas,,0.000000
ECT,CL,Directed,1076,Olfactory Areas,,0.002582
ECT,ICe,Directed,1077,Olfactory Areas,,0.003699
MOB,MOB,Directed,1078,Pallidum,,0.000001
MOB,AOB,Directed,1079,Pallidum,,0.000098
AOB,NLOT,Directed,1080,Isocortex,,0.002721
AOB,COAa,Directed,1081,Isocortex,,0.005120
AOB,COAp,Directed,1082,Isocortex,,0.008728
AOB,MEA,Directed,1083,Isocortex,,0.008973
AON,MOB,Directed,1084,Isocortex,,0.000000
AON,AOB,Directed,1085,Isocortex,,0.000000
