Source,Target,Type,Id,Label,timeset,Weight
AON,AON,Directed,1086,Isocortex,,0.000000
AON,TT,Directed,1087,Isocortex,,0.000000
AON,DP,Directed,1088,Isocortex,,0.000697
AON,EPd,Directed,1089,Isocortex,,0.000012
TT,ORBvl,Directed,1090,Midbrain,,0.009433
TT,AIv,Directed,1091,Midbrain,,0.003163
TT,AON,Directed,1092,Midbrain,,0.000000
TT,TT,Directed,1093,Midbrain,,0.000000
TT,DP,Directed,1094,Midbrain,,0.000000
TT,PIR,Directed,1095,Midbrain,,0.000000
TT,NLOT,Directed,1096,Midbrain,,0.000000
TT,COAa,Directed,1097,Midbrain,,0.000000
TT,COAp,Directed,1098,Midbrain,,0.007557
TT,PAA,Directed,1099,Midbrain,,0.000000
TT,EPd,Directed,1100,Midbrain,,0.000000
TT,EPv,Directed,1101,Midbrain,,0.000000
TT,BMA,Directed,1102,Midbrain,,0.000007
TT,ACB,Directed,1103,Midbrain,,0.012127
TT,FS,Directed,1104,Midbrain,,0.000039
TT,OT,Directed,1105,Midbrain,,0.000000
TT,LSr,Directed,1106,Midbrain,,0.000000
TT,AAA,Directed,1107,Midbrain,,0.000000
TT,IA,Directed,1108,Midbrain,,0.000019
TT,MEA,Directed,1109,Midbrain,,0.000004
TT,SI,Directed,1110,Midbrain,,0.000000
TT,MA,Directed,1111,Midbrain,,0.000000
TT,MS,Directed,1112,Midbrain,,0.000000
TT,NDB,Directed,1113,Midbrain,,0.000000
TT,SMT,Directed,1114,Midbrain,,0.000157
TT,SUM,Directed,1115,Midbrain,,0.000000
TT,LHA,Directed,1116,Midbrain,,0.000002
TT,LPO,Directed,1117,Midbrain,,0.000000
TT,TU,Directed,1118,Midbrain,,0.000005
DP,FRP,Directed,1119,Olfactory Areas,,0.002103
DP,PL,Directed,1120,Olfactory Areas,,0.023436
DP,ORBm,Directed,1121,Olfactory Areas,,0.001289
PIR,ORBl,Directed,1122,Thalamus,,0.000085
PIR,ORBvl,Directed,1123,Thalamus,,0.000126
PIR,AId,Directed,1124,Thalamus,,0.000009
PIR,AIp,Directed,1125,Thalamus,,0.000000
PIR,AIv,Directed,1126,Thalamus,,0.000000
PIR,PERI,Directed,1127,Thalamus,,0.000000
PIR,MOB,Directed,1128,Thalamus,,0.000000
PIR,AOB,Directed,1129,Thalamus,,0.000000
PIR,AON,Directed,1130,Thalamus,,0.000000
PIR,TT,Directed,1131,Thalamus,,0.000000
PIR,DP,Directed,1132,Thalamus,,0.000000
PIR,PIR,Directed,1133,Thalamus,,0.000000
PIR,NLOT,Directed,1134,Thalamus,,0.000000
PIR,COAa,Directed,1135,Thalamus,,0.000000
PIR,COAp,Directed,1136,Thalamus,,0.000000
PIR,PAA,Directed,1137,Thalamus,,0.000000
PIR,TR,Directed,1138,Thalamus,,0.000000
PIR,ENTl,Directed,1139,Thalamus,,0.000000
PIR,EPd,Directed,1140,Thalamus,,0.000000
PIR,EPv,Directed,1141,Thalamus,,0.000000
PIR,BLA,Directed,1142,Thalamus,,0.000000
PIR,BMA,Directed,1143,Thalamus,,0.000000
PIR,FS,Directed,1144,Thalamus,,0.000000
PIR,OT,Directed,1145,Thalamus,,0.000000
PIR,LSr,Directed,1146,Thalamus,,0.000461
PIR,AAA,Directed,1147,Thalamus,,0.000000
PIR,CEA,Directed,1148,Thalamus,,0.000002
PIR,IA,Directed,1149,Thalamus,,0.000000
PIR,MEA,Directed,1150,Thalamus,,0.000019
PIR,SI,Directed,1151,Thalamus,,0.000000
PIR,MA,Directed,1152,Thalamus,,0.000000
PIR,NDB,Directed,1153,Thalamus,,0.000000
PIR,LPO,Directed,1154,Thalamus,,0.001427
NLOT,FRP,Directed,1155,Thalamus,,0.003282
NLOT,ORBm,Directed,1156,Thalamus,,0.009648
NLOT,CLA,Directed,1157,Thalamus,,0.012707
NLOT,NDB,Directed,1158,Thalamus,,0.003549
NLOT,LPO,Directed,1159,Thalamus,,0.004793
NLOT,TU,Directed,1160,Thalamus,,0.005685
COAa,AId,Directed,1161,Isocortex,,0.006848
COAa,AIv,Directed,1162,Isocortex,,0.002695
COAa,PERI,Directed,1163,Isocortex,,0.014540
COAa,TT,Directed,1164,Isocortex,,0.006646
COAa,DP,Directed,1165,Isocortex,,0.001372
COAa,PIR,Directed,1166,Isocortex,,0.000000
COAa,NLOT,Directed,1167,Isocortex,,0.000000
COAa,COAa,Directed,1168,Isocortex,,0.002334
COAa,COAp,Directed,1169,Isocortex,,0.007227
COAa,PAA,Directed,1170,Isocortex,,0.000000
COAa,TR,Directed,1171,Isocortex,,0.000000
COAa,EPd,Directed,1172,Isocortex,,0.002802
COAa,EPv,Directed,1173,Isocortex,,0.000000
COAa,LA,Directed,1174,Isocortex,,0.001088
COAa,BLA,Directed,1175,Isocortex,,0.000000
COAa,BMA,Directed,1176,Isocortex,,0.000000
COAa,ACB,Directed,1177,Isocortex,,0.000042
COAa,FS,Directed,1178,Isocortex,,0.000000
COAa,OT,Directed,1179,Isocortex,,0.000000
COAa,AAA,Directed,1180,Isocortex,,0.000000
COAa,CEA,Directed,1181,Isocortex,,0.000000
COAa,IA,Directed,1182,Isocortex,,0.000000
COAa,MEA,Directed,1183,Isocortex,,0.000000
COAa,SI,Directed,1184,Isocortex,,0.000000
COAa,MA,Directed,1185,Isocortex,,0.000000
COAa,NDB,Directed,1186,Isocortex,,0.000000
COAa,LHA,Directed,1187,Isocortex,,0.000274
COAa,LPO,Directed,1188,Isocortex,,0.013690
COAp,AOB,Directed,1189,Isocortex,,0.000000
COAp,PIR,Directed,1190,Isocortex,,0.010298
COAp,NLOT,Directed,1191,Isocortex,,0.000001
COAp,COAa,Directed,1192,Isocortex,,0.000000
COAp,COAp,Directed,1193,Isocortex,,0.000000
COAp,PAA,Directed,1194,Isocortex,,0.000000
COAp,TR,Directed,1195,Isocortex,,0.000035
COAp,ENTl,Directed,1196,Isocortex,,0.028478
COAp,EPd,Directed,1197,Isocortex,,0.000815
COAp,EPv,Directed,1198,Isocortex,,0.000017
COAp,BMA,Directed,1199,Isocortex,,0.000000
COAp,PA,Directed,1200,Isocortex,,0.000003
COAp,LSr,Directed,1201,Isocortex,,0.003162
COAp,IA,Directed,1202,Isocortex,,0.000111
COAp,MEA,Directed,1203,Isocortex,,0.000000
COAp,BST,Directed,1204,Isocortex,,0.003593
PAA,AIp,Directed,1205,Thalamus,,0.020038
PAA,AIv,Directed,1206,Thalamus,,0.012616
PAA,PERI,Directed,1207,Thalamus,,0.002623
PAA,ECT,Directed,1208,Thalamus,,0.011476
PAA,TT,Directed,1209,Thalamus,,0.003601
PAA,DP,Directed,1210,Thalamus,,0.000852
PAA,PIR,Directed,1211,Thalamus,,0.041364
PAA,NLOT,Directed,1212,Thalamus,,0.000000
PAA,COAa,Directed,1213,Thalamus,,0.000021
PAA,COAp,Directed,1214,Thalamus,,0.000000
PAA,PAA,Directed,1215,Thalamus,,0.000028
PAA,ENTl,Directed,1216,Thalamus,,0.039238
PAA,EPd,Directed,1217,Thalamus,,0.000000
PAA,EPv,Directed,1218,Thalamus,,0.000009
PAA,LA,Directed,1219,Thalamus,,0.000000
PAA,BLA,Directed,1220,Thalamus,,0.000002
PAA,BMA,Directed,1221,Thalamus,,0.008084
PAA,PA,Directed,1222,Thalamus,,0.000000
PAA,ACB,Directed,1223,Thalamus,,0.027917
PAA,FS,Directed,1224,Thalamus,,0.000063
PAA,OT,Directed,1225,Thalamus,,0.000013
PAA,AAA,Directed,1226,Thalamus,,0.000000
PAA,CEA,Directed,1227,Thalamus,,0.000017
PAA,IA,Directed,1228,Thalamus,,0.000000
PAA,MEA,Directed,1229,Thalamus,,0.000000
PAA,SI,Directed,1230,Thalamus,,0.014899
PAA,MA,Directed,1231,Thalamus,,0.000000
PAA,NDB,Directed,1232,Thalamus,,0.000101
PAA,VMH,Directed,1233,Thalamus,,0.000837
TR,AIp,Directed,1234,Midbrain,,0.000020
TR,PERI,Directed,1235,Midbrain,,0.000001
TR,PIR,Directed,1236,Midbrain,,0.012461
TR,NLOT,Directed,1237,Midbrain,,0.000039
TR,COAa,Directed,1238,Midbrain,,0.000546
TR,COAp,Directed,1239,Midbrain,,0.009938
TR,PAA,Directed,1240,Midbrain,,0.000748
TR,ENTl,Directed,1241,Midbrain,,0.000245
TR,SUBv,Directed,1242,Midbrain,,0.000262
TR,CLA,Directed,1243,Midbrain,,0.002737
TR,EPd,Directed,1244,Midbrain,,0.000000
TR,EPv,Directed,1245,Midbrain,,0.000000
TR,BLA,Directed,1246,Midbrain,,0.000000
TR,BMA,Directed,1247,Midbrain,,0.000000
TR,PA,Directed,1248,Midbrain,,0.000248
TR,FS,Directed,1249,Midbrain,,0.000051
TR,OT,Directed,1250,Midbrain,,0.022242
TR,AAA,Directed,1251,Midbrain,,0.000542
TR,CEA,Directed,1252,Midbrain,,0.000000
TR,IA,Directed,1253,Midbrain,,0.000000
TR,MEA,Directed,1254,Midbrain,,0.001532
TR,SI,Directed,1255,Midbrain,,0.009120
TR,MA,Directed,1256,Midbrain,,0.001015
TR,BST,Directed,1257,Midbrain,,0.000000
CA1,ENTm,Directed,1258,Isocortex,,0.002826
CA1,SUBd,Directed,1259,Isocortex,,0.000000
CA2,CA1,Directed,1260,Isocortex,,0.000000
CA2,CA2,Directed,1261,Isocortex,,0.000080
CA2,CA3,Directed,1262,Isocortex,,0.000000
CA2,DG,Directed,1263,Isocortex,,0.008682
CA2,SUBd,Directed,1264,Isocortex,,0.000000
CA2,LSc,Directed,1265,Isocortex,,0.000000
CA3,CA1,Directed,1266,Isocortex,,0.000000
CA3,CA2,Directed,1267,Isocortex,,0.000000
CA3,CA3,Directed,1268,Isocortex,,0.000000
CA3,DG,Directed,1269,Isocortex,,0.000000
CA3,ENTm,Directed,1270,Isocortex,,0.003554
CA3,SUBv,Directed,1271,Isocortex,,0.000000
CA3,LSc,Directed,1272,Isocortex,,0.000000
CA3,LSr,Directed,1273,Isocortex,,0.000000
CA3,SF,Directed,1274,Isocortex,,0.000000
CA3,MS,Directed,1275,Isocortex,,0.000003
CA3,NDB,Directed,1276,Isocortex,,0.000097
CA3,TRS,Directed,1277,Isocortex,,0.000000
CA3,LGd,Directed,1278,Isocortex,,0.000239
CA3,AD,Directed,1279,Isocortex,,0.000000
CA3,LD,Directed,1280,Isocortex,,0.000003
CA3,LGv,Directed,1281,Isocortex,,0.000173
DG,CA1,Directed,1282,Olfactory Areas,,0.000363
DG,CA2,Directed,1283,Olfactory Areas,,0.000000
DG,CA3,Directed,1284,Olfactory Areas,,0.000000
DG,DG,Directed,1285,Olfactory Areas,,0.000000
DG,ENTm,Directed,1286,Olfactory Areas,,0.003304
DG,MS,Directed,1287,Olfactory Areas,,0.001327
DG,NDB,Directed,1288,Olfactory Areas,,0.000097
ENTl,MOs,Directed,1289,Olfactory Areas,,0.006720
ENTl,AUDd,Directed,1290,Olfactory Areas,,0.000084
ENTl,AUDp,Directed,1291,Olfactory Areas,,0.000040
ENTl,AUDv,Directed,1292,Olfactory Areas,,0.000000
ENTl,VISal,Directed,1293,Olfactory Areas,,0.000005
ENTl,VISam,Directed,1294,Olfactory Areas,,0.000000
ENTl,VISl,Directed,1295,Olfactory Areas,,0.000000
ENTl,VISp,Directed,1296,Olfactory Areas,,0.000068
ENTl,VISpl,Directed,1297,Olfactory Areas,,0.001832
ENTl,VISpm,Directed,1298,Olfactory Areas,,0.000306
ENTl,ACAd,Directed,1299,Olfactory Areas,,0.000139
ENTl,ACAv,Directed,1300,Olfactory Areas,,0.000369
ENTl,PL,Directed,1301,Olfactory Areas,,0.001167
ENTl,ILA,Directed,1302,Olfactory Areas,,0.000000
ENTl,ORBm,Directed,1303,Olfactory Areas,,0.000012
ENTl,ORBvl,Directed,1304,Olfactory Areas,,0.000156
ENTl,AIp,Directed,1305,Olfactory Areas,,0.000001
ENTl,AIv,Directed,1306,Olfactory Areas,,0.000000
ENTl,RSPagl,Directed,1307,Olfactory Areas,,0.000020
ENTl,RSPd,Directed,1308,Olfactory Areas,,0.000990
ENTl,PTLp,Directed,1309,Olfactory Areas,,0.000023
ENTl,TEa,Directed,1310,Olfactory Areas,,0.000000
ENTl,PERI,Directed,1311,Olfactory Areas,,0.000000
ENTl,ECT,Directed,1312,Olfactory Areas,,0.000000
ENTl,AON,Directed,1313,Olfactory Areas,,0.000000
ENTl,TT,Directed,1314,Olfactory Areas,,0.000000
ENTl,DP,Directed,1315,Olfactory Areas,,0.000000
ENTl,PIR,Directed,1316,Olfactory Areas,,0.000000
ENTl,NLOT,Directed,1317,Olfactory Areas,,0.000000
ENTl,COAa,Directed,1318,Olfactory Areas,,0.000000
ENTl,COAp,Directed,1319,Olfactory Areas,,0.000000
ENTl,PAA,Directed,1320,Olfactory Areas,,0.000000
ENTl,TR,Directed,1321,Olfactory Areas,,0.000000
ENTl,CA1,Directed,1322,Olfactory Areas,,0.000000
ENTl,CA2,Directed,1323,Olfactory Areas,,0.000000
ENTl,CA3,Directed,1324,Olfactory Areas,,0.000010
ENTl,DG,Directed,1325,Olfactory Areas,,0.000000
ENTl,ENTl,Directed,1326,Olfactory Areas,,0.000000
ENTl,ENTm,Directed,1327,Olfactory Areas,,0.000000
ENTl,PAR,Directed,1328,Olfactory Areas,,0.000000
ENTl,POST,Directed,1329,Olfactory Areas,,0.000132
ENTl,PRE,Directed,1330,Olfactory Areas,,0.000000
ENTl,SUBd,Directed,1331,Olfactory Areas,,0.000000
ENTl,SUBv,Directed,1332,Olfactory Areas,,0.000000
ENTl,CLA,Directed,1333,Olfactory Areas,,0.000000
ENTl,EPd,Directed,1334,Olfactory Areas,,0.000000
ENTl,EPv,Directed,1335,Olfactory Areas,,0.000000
ENTl,LA,Directed,1336,Olfactory Areas,,0.000000
ENTl,BLA,Directed,1337,Olfactory Areas,,0.000000
ENTl,BMA,Directed,1338,Olfactory Areas,,0.000000
ENTl,PA,Directed,1339,Olfactory Areas,,0.000000
ENTl,CP,Directed,1340,Olfactory Areas,,0.013794
ENTl,ACB,Directed,1341,Olfactory Areas,,0.000000
ENTl,FS,Directed,1342,Olfactory Areas,,0.000000
ENTl,OT,Directed,1343,Olfactory Areas,,0.000000
ENTl,LSr,Directed,1344,Olfactory Areas,,0.001287
ENTl,SF,Directed,1345,Olfactory Areas,,0.000000
ENTl,AAA,Directed,1346,Olfactory Areas,,0.000000
ENTl,CEA,Directed,1347,Olfactory Areas,,0.000000
ENTl,IA,Directed,1348,Olfactory Areas,,0.000000
ENTl,MEA,Directed,1349,Olfactory Areas,,0.000021
ENTl,SI,Directed,1350,Olfactory Areas,,0.000000
ENTl,MA,Directed,1351,Olfactory Areas,,0.000000
ENTl,MS,Directed,1352,Olfactory Areas,,0.000023
ENTl,NDB,Directed,1353,Olfactory Areas,,0.000000
ENTl,TRS,Directed,1354,Olfactory Areas,,0.000000
ENTl,BST,Directed,1355,Olfactory Areas,,0.000025
ENTm,VISl,Directed,1356,Olfactory Areas,,0.001432
ENTm,VISpm,Directed,1357,Olfactory Areas,,0.000347
ENTm,RSPagl,Directed,1358,Olfactory Areas,,0.000222
ENTm,RSPd,Directed,1359,Olfactory Areas,,0.002634
ENTm,TEa,Directed,1360,Olfactory Areas,,0.005740
ENTm,ECT,Directed,1361,Olfactory Areas,,0.007359
ENTm,CA1,Directed,1362,Olfactory Areas,,0.000479
ENTm,CA3,Directed,1363,Olfactory Areas,,0.000073
ENTm,DG,Directed,1364,Olfactory Areas,,0.000000
ENTm,ENTm,Directed,1365,Olfactory Areas,,0.000058
ENTm,PAR,Directed,1366,Olfactory Areas,,0.000000
ENTm,PRE,Directed,1367,Olfactory Areas,,0.000292
ENTm,SUBv,Directed,1368,Olfactory Areas,,0.000030
ENTm,SF,Directed,1369,Olfactory Areas,,0.000000
ENTm,TRS,Directed,1370,Olfactory Areas,,0.000000
ENTm,AV,Directed,1371,Olfactory Areas,,0.000148
ENTm,AD,Directed,1372,Olfactory Areas,,0.000000
ENTm,LD,Directed,1373,Olfactory Areas,,0.000000
PAR,ENTm,Directed,1374,Thalamus,,0.000000
PAR,POST,Directed,1375,Thalamus,,0.002841
POST,RSPv,Directed,1376,Thalamus,,0.000874
POST,ECT,Directed,1377,Thalamus,,0.000000
POST,ENTm,Directed,1378,Thalamus,,0.000663
POST,POST,Directed,1379,Thalamus,,0.000014
POST,PRE,Directed,1380,Thalamus,,0.000012
POST,SUBd,Directed,1381,Thalamus,,0.007585
POST,SF,Directed,1382,Thalamus,,0.001957
POST,AV,Directed,1383,Thalamus,,0.000642
POST,AD,Directed,1384,Thalamus,,0.000196
POST,LD,Directed,1385,Thalamus,,0.000000
POST,RT,Directed,1386,Thalamus,,0.002498
SUBd,VISp,Directed,1387,Midbrain,,0.000862
SUBd,ILA,Directed,1388,Midbrain,,0.000050
SUBd,RSPv,Directed,1389,Midbrain,,0.000000
SUBd,PERI,Directed,1390,Midbrain,,0.000000
SUBd,AON,Directed,1391,Midbrain,,0.001677
SUBd,TT,Directed,1392,Midbrain,,0.000000
SUBd,DP,Directed,1393,Midbrain,,0.000000
SUBd,TR,Directed,1394,Midbrain,,0.003744
SUBd,CA1,Directed,1395,Midbrain,,0.000000
SUBd,CA2,Directed,1396,Midbrain,,0.000000
SUBd,CA3,Directed,1397,Midbrain,,0.001563
SUBd,ENTl,Directed,1398,Midbrain,,0.000004
SUBd,ENTm,Directed,1399,Midbrain,,0.000311
SUBd,PAR,Directed,1400,Midbrain,,0.000000
SUBd,POST,Directed,1401,Midbrain,,0.000000
SUBd,PRE,Directed,1402,Midbrain,,0.000000
SUBd,SUBd,Directed,1403,Midbrain,,0.000000
SUBd,SUBv,Directed,1404,Midbrain,,0.000000
SUBd,EPv,Directed,1405,Midbrain,,0.001868
SUBd,ACB,Directed,1406,Midbrain,,0.000000
SUBd,LSc,Directed,1407,Midbrain,,0.000000
SUBd,LSr,Directed,1408,Midbrain,,0.000000
SUBd,SF,Directed,1409,Midbrain,,0.000000
SUBd,MEA,Directed,1410,Midbrain,,0.003857
SUBd,SI,Directed,1411,Midbrain,,0.000179
SUBd,MS,Directed,1412,Midbrain,,0.000000
SUBd,NDB,Directed,1413,Midbrain,,0.000000
SUBd,TRS,Directed,1414,Midbrain,,0.000000
SUBd,BST,Directed,1415,Midbrain,,0.000002
SUBd,SPFm,Directed,1416,Midbrain,,0.000000
SUBd,SPA,Directed,1417,Midbrain,,0.000027
SUBd,LGd,Directed,1418,Midbrain,,0.000175
SUBd,LP,Directed,1419,Midbrain,,0.002355
SUBd,AV,Directed,1420,Midbrain,,0.000029
SUBd,AMd,Directed,1421,Midbrain,,0.000000
SUBd,AMv,Directed,1422,Midbrain,,0.000000
SUBd,AD,Directed,1423,Midbrain,,0.000434
SUBd,LD,Directed,1424,Midbrain,,0.000021
SUBd,IMD,Directed,1425,Midbrain,,0.000599
SUBd,SMT,Directed,1426,Midbrain,,0.000001
SUBd,PT,Directed,1427,Midbrain,,0.000001
SUBd,RE,Directed,1428,Midbrain,,0.000000
SUBd,RH,Directed,1429,Midbrain,,0.000000
SUBd,DMH,Directed,1430,Midbrain,,0.000011
SUBd,MEPO,Directed,1431,Midbrain,,0.000000
SUBd,MPO,Directed,1432,Midbrain,,0.000759
SUBd,AHN,Directed,1433,Midbrain,,0.000000
SUBd,MM,Directed,1434,Midbrain,,0.000000
SUBd,SUM,Directed,1435,Midbrain,,0.000000
SUBd,PMd,Directed,1436,Midbrain,,0.000000
SUBd,PH,Directed,1437,Midbrain,,0.000000
SUBd,LHA,Directed,1438,Midbrain,,0.000000
SUBd,LPO,Directed,1439,Midbrain,,0.000000
SUBd,RCH,Directed,1440,Midbrain,,0.000000
SUBd,TU,Directed,1441,Midbrain,,0.000000
SUBv,ILA,Directed,1442,Midbrain,,0.001672
SUBv,RSPv,Directed,1443,Midbrain,,0.000000
SUBv,ENTl,Directed,1444,Midbrain,,0.009865
SUBv,ENTm,Directed,1445,Midbrain,,0.000050
SUBv,PAR,Directed,1446,Midbrain,,0.000000
SUBv,POST,Directed,1447,Midbrain,,0.000000
SUBv,PRE,Directed,1448,Midbrain,,0.000000
SUBv,SUBv,Directed,1449,Midbrain,,0.000000
SUBv,BMA,Directed,1450,Midbrain,,0.000090
SUBv,PA,Directed,1451,Midbrain,,0.000008
SUBv,ACB,Directed,1452,Midbrain,,0.000000
SUBv,LSr,Directed,1453,Midbrain,,0.000000
SUBv,SF,Directed,1454,Midbrain,,0.000000
SUBv,MS,Directed,1455,Midbrain,,0.000000
SUBv,TRS,Directed,1456,Midbrain,,0.000000
SUBv,BST,Directed,1457,Midbrain,,0.000082
SUBv,SPFm,Directed,1458,Midbrain,,0.000004
SUBv,AV,Directed,1459,Midbrain,,0.000000
SUBv,AMd,Directed,1460,Midbrain,,0.000000
SUBv,AMv,Directed,1461,Midbrain,,0.000000
SUBv,AD,Directed,1462,Midbrain,,0.000000
SUBv,PVT,Directed,1463,Midbrain,,0.000000
SUBv,PT,Directed,1464,Midbrain,,0.000000
SUBv,RE,Directed,1465,Midbrain,,0.000000
SUBv,RH,Directed,1466,Midbrain,,0.000000
SUBv,PVH,Directed,1467,Midbrain,,0.000000
SUBv,DMH,Directed,1468,Midbrain,,0.000005
SUBv,MEPO,Directed,1469,Midbrain,,0.000004
SUBv,MPO,Directed,1470,Midbrain,,0.000013
SUBv,SBPV,Directed,1471,Midbrain,,0.000000
SUBv,AHN,Directed,1472,Midbrain,,0.000000
SUBv,MM,Directed,1473,Midbrain,,0.000000
SUBv,SUM,Directed,1474,Midbrain,,0.000000
SUBv,PMd,Directed,1475,Midbrain,,0.000000
SUBv,PH,Directed,1476,Midbrain,,0.000000
SUBv,LHA,Directed,1477,Midbrain,,0.000000
SUBv,LPO,Directed,1478,Midbrain,,0.000062
SUBv,RCH,Directed,1479,Midbrain,,0.000000
SUBv,TU,Directed,1480,Midbrain,,0.000000
SUBv,IPN,Directed,1481,Midbrain,,0.000173
CLA,MOs,Directed,1482,Isocortex,,0.097533
CLA,SSp-n,Directed,1483,Isocortex,,0.003145
CLA,SSs,Directed,1484,Isocortex,,0.000000
CLA,GU,Directed,1485,Isocortex,,0.000034
CLA,VISC,Directed,1486,Isocortex,,0.006536
CLA,AUDv,Directed,1487,Isocortex,,0.000000
CLA,VISam,Directed,1488,Isocortex,,0.001246
CLA,VISp,Directed,1489,Isocortex,,0.025986
CLA,VISpm,Directed,1490,Isocortex,,0.000188
CLA,ACAd,Directed,1491,Isocortex,,0.003869
CLA,ACAv,Directed,1492,Isocortex,,0.006229
CLA,PL,Directed,1493,Isocortex,,0.015893
CLA,ILA,Directed,1494,Isocortex,,0.000002
CLA,ORBm,Directed,1495,Isocortex,,0.005881
CLA,AId,Directed,1496,Isocortex,,0.001580
CLA,AIv,Directed,1497,Isocortex,,0.000001
CLA,RSPagl,Directed,1498,Isocortex,,0.001819
CLA,RSPd,Directed,1499,Isocortex,,0.006247
CLA,RSPv,Directed,1500,Isocortex,,0.022070
CLA,TEa,Directed,1501,Isocortex,,0.000018
CLA,PERI,Directed,1502,Isocortex,,0.000000
CLA,ECT,Directed,1503,Isocortex,,0.000000
CLA,TT,Directed,1504,Isocortex,,0.006811
CLA,PIR,Directed,1505,Isocortex,,0.009419
CLA,NLOT,Directed,1506,Isocortex,,0.002829
CLA,COAa,Directed,1507,Isocortex,,0.008199
CLA,ENTl,Directed,1508,Isocortex,,0.003246
CLA,ENTm,Directed,1509,Isocortex,,0.018110
CLA,PAR,Directed,1510,Isocortex,,0.005144
CLA,POST,Directed,1511,Isocortex,,0.000014
CLA,CLA,Directed,1512,Isocortex,,0.000028
CLA,EPd,Directed,1513,Isocortex,,0.000000
CLA,LA,Directed,1514,Isocortex,,0.000809
CLA,AAA,Directed,1515,Isocortex,,0.005606
CLA,GPi,Directed,1516,Isocortex,,0.000000
CLA,VM,Directed,1517,Isocortex,,0.009835
CLA,SPFm,Directed,1518,Isocortex,,0.000267
CLA,SPA,Directed,1519,Isocortex,,0.000307
CLA,IMD,Directed,1520,Isocortex,,0.000032
CLA,SMT,Directed,1521,Isocortex,,0.001577
CLA,PVT,Directed,1522,Isocortex,,0.000000
CLA,PT,Directed,1523,Isocortex,,0.002893
CLA,RE,Directed,1524,Isocortex,,0.002553
CLA,RH,Directed,1525,Isocortex,,0.000277
CLA,LHA,Directed,1526,Isocortex,,0.022267
CLA,VTA,Directed,1527,Isocortex,,0.008522
CLA,RR,Directed,1528,Isocortex,,0.004187
CLA,SNc,Directed,1529,Isocortex,,0.000000
CLA,CLI,Directed,1530,Isocortex,,0.000193
CLA,PB,Directed,1531,Isocortex,,0.002094
EPd,COAp,Directed,1532,Olfactory Areas,,0.000976
EPd,ENTl,Directed,1533,Olfactory Areas,,0.015635
EPd,EPd,Directed,1534,Olfactory Areas,,0.019388
EPd,PA,Directed,1535,Olfactory Areas,,0.001190
EPv,COAa,Directed,1536,Olfactory Areas,,0.000000
EPv,COAp,Directed,1537,Olfactory Areas,,0.000000
EPv,PAA,Directed,1538,Olfactory Areas,,0.000000
EPv,TR,Directed,1539,Olfactory Areas,,0.000000
EPv,ENTl,Directed,1540,Olfactory Areas,,0.000000
EPv,ENTm,Directed,1541,Olfactory Areas,,0.038169
EPv,BMA,Directed,1542,Olfactory Areas,,0.000000
EPv,PA,Directed,1543,Olfactory Areas,,0.008503
EPv,IA,Directed,1544,Olfactory Areas,,0.000619
EPv,LHA,Directed,1545,Olfactory Areas,,0.049396
LA,AUDv,Directed,1546,Cortical Subplate,,0.000000
LA,TEa,Directed,1547,Cortical Subplate,,0.000000
LA,PERI,Directed,1548,Cortical Subplate,,0.000020
LA,ECT,Directed,1549,Cortical Subplate,,0.000000
LA,COAp,Directed,1550,Cortical Subplate,,0.000003
LA,PAA,Directed,1551,Cortical Subplate,,0.000000
LA,TR,Directed,1552,Cortical Subplate,,0.000009
LA,ENTl,Directed,1553,Cortical Subplate,,0.060443
LA,LA,Directed,1554,Cortical Subplate,,0.000000
LA,BLA,Directed,1555,Cortical Subplate,,0.000004
LA,BMA,Directed,1556,Cortical Subplate,,0.000000
LA,PA,Directed,1557,Cortical Subplate,,0.002586
LA,CEA,Directed,1558,Cortical Subplate,,0.000000
LA,IA,Directed,1559,Cortical Subplate,,0.000000
LA,MEA,Directed,1560,Cortical Subplate,,0.007484
LA,PP,Directed,1561,Cortical Subplate,,0.000000
LA,RR,Directed,1562,Cortical Subplate,,0.002491
BLA,FRP,Directed,1563,Isocortex,,0.000000
BLA,MOs,Directed,1564,Isocortex,,0.000004
BLA,GU,Directed,1565,Isocortex,,0.002066
BLA,ACAd,Directed,1566,Isocortex,,0.000000
BLA,ACAv,Directed,1567,Isocortex,,0.000002
BLA,PL,Directed,1568,Isocortex,,0.000000
BLA,ILA,Directed,1569,Isocortex,,0.000000
BLA,ORBl,Directed,1570,Isocortex,,0.000259
BLA,ORBm,Directed,1571,Isocortex,,0.000000
BLA,ORBvl,Directed,1572,Isocortex,,0.000000
BLA,AId,Directed,1573,Isocortex,,0.000000
BLA,AIv,Directed,1574,Isocortex,,0.000000
BLA,TT,Directed,1575,Isocortex,,0.003451
BLA,DP,Directed,1576,Isocortex,,0.000000
BLA,NLOT,Directed,1577,Isocortex,,0.000000
BLA,ENTm,Directed,1578,Isocortex,,0.009493
BLA,PAR,Directed,1579,Isocortex,,0.005494
BLA,SUBv,Directed,1580,Isocortex,,0.012972
BLA,CLA,Directed,1581,Isocortex,,0.000000
BLA,EPd,Directed,1582,Isocortex,,0.000000
BLA,EPv,Directed,1583,Isocortex,,0.001324
BLA,PA,Directed,1584,Isocortex,,0.000279
BLA,CP,Directed,1585,Isocortex,,0.000000
BLA,ACB,Directed,1586,Isocortex,,0.000000
BLA,FS,Directed,1587,Isocortex,,0.000000
